source,target,weight
clean sink,lather fork,5
dry hands,pick up baking tray,7
pick up baking tray,pick up paper,4
pick up baking tray,put down glass,37
pick up baking tray,put down bottle,1
pick up baking tray,wash hands,2
pick up bag,pick up baking tray,3
pick up baking tray,pick up oil,4
pick up baking tray,put down oil,6
pick up baking tray,rinse hands,6
dry hands,put down baking tray,5
pick up paper,put down baking tray,4
put down baking tray,put down glass,24
open fridge,put down baking tray,14
put down baking tray,put down bottle,3
close fridge,put down baking tray,9
put down baking tray,wash hands,2
pick up bag,put down baking tray,9
pick up oil,put down baking tray,4
put down baking tray,put down oil,5
put down baking tray,rinse hands,4
close oven,pick up paper,1
pick up baking tray,pick up pot,10
pick up pot,put down baking tray,8
pick up baking tray,turn on hob,3
put down baking tray,turn on hob,3
put down baking tray,put down lid,11
pick up baking tray,pick up lid,17
pick up lid,put down baking tray,8
pour water,put down jar,1
open oven,put down pot,7
pick up baking tray,put down pot,10
put down baking tray,put down pot,8
close oven,put down pot,7
open freezer,put down pot,3
open freezer,put down baking tray,5
pick up jar,put down baking tray,2
put down baking tray,put down jar,2
close oven,pick up jar,1
close oven,put down jar,1
open freezer,pick up baking tray,4
pick up baking tray,pick up jar,1
pick up baking tray,put down jar,1
put down pot,put down spatula,3
open oven,pick up pasta,5
pick up baking tray,pick up pasta,2
close oven,pick up pasta,4
pick up pasta,put down baking tray,1
pick up pasta,pick up spatula,1
pick up pasta,put down fork,18
pick up lid,rinse pot,5
pick up colander,rinse plate,9
lather plate,rinse spoon,1
pick up washing up liquid,rinse lid,3
lather fork,rinse lid,2
pick up bag,pick up washing up liquid,1
pick up washing up liquid,put down cutlery,2
pick up washing up liquid,put down pot,1
close cupboard,lather plate,3
lather plate,put down cutlery,2
lather plate,pick up pot,7
lather fork,pick up pot,3
lather knife,put down pot,3
lather fork,put down pot,2
open oven,stir potatoes,7
put down baking tray,stir potatoes,5
close oven,stir potatoes,3
pick up baking tray,stir potatoes,7
open oven,pick up oil,2
open oven,pick up plates,3
open oven,put down cutlery,5
pick up baking tray,put down cutlery,4
close oven,pick up plates,1
close oven,put down cutlery,5
pick up plates,put down baking tray,1
put down baking tray,put down cutlery,5
open freezer,pick up plates,1
open freezer,put down cutlery,3
pick up salt,put down baking tray,9
pick up bag,pick up salt,3
put down cutlery,put down salt,9
pick up bottle,put down salt,3
pick up baking tray,put down salt,3
put down baking tray,put down salt,4
pick up baking tray,pour salt,6
pick up baking tray,pick up pan,13
pour salt,put down baking tray,5
put down baking tray,turn off hob,3
pick up pan,put down baking tray,13
put down baking tray,put down pan,6
stir potatoes,take fork,2
pour salt,stir potatoes,3
pick up plate,stir potatoes,2
put down plate,stir potatoes,2
pick up washing up liquid,rinse pan,16
pick up washing up liquid,rinse cup,1
pick up baking tray,rinse pan,5
pick up baking tray,rinse fork,9
lather fork,pick up baking tray,3
lather knife,pick up baking tray,4
pick up baking tray,pick up cup,1
put down baking tray,rinse pan,6
put down baking tray,rinse fork,4
lather fork,put down baking tray,3
put down baking tray,rinse knife,6
lather knife,put down baking tray,4
pick up cup,put down baking tray,1
lather knife,rinse pan,15
pick up cup,rinse pan,7
clean sink,pick up spatula,1
pick up spatula,rinse fork,8
clean sink,put down spatula,1
clean sink,pick up cup,1
clean sink,rinse cup,1
clean sink,put down cup,1
clean sink,pick up teaspoon,1
clean sink,put down teaspoon,2
cut tomato,open oven,10
open oven,pick up cutting board,5
open oven,put down cutting board,6
cut onion,open oven,18
cut tomato,pick up bag,10
close oven,pick up oil,1
close oven,cut onion,18
close oven,pick up cutting board,4
close oven,put down cutting board,4
pick up baking tray,pick up onion,5
cut onion,pick up baking tray,9
peel onion,pick up baking tray,1
pick up baking tray,pick up cutting board,2
pick up baking tray,put down cutting board,2
open bag,pick up baking tray,2
cut onion,put down baking tray,8
pick up onion,put down baking tray,4
pick up cutting board,put down baking tray,2
put down baking tray,put down cutting board,2
open bag,put down baking tray,2
open door,pick up plates,3
pick up pasta,pick up plates,1
close lid,pick up cutlery,1
open lid,pick up cheese,1
close lid,pick up cheese,1
pick up pasta,put down teaspoon,1
pick up baking tray,wash pan,1
put down baking tray,wash pan,3
put down salt,wash pan,2
put down bottle,wash pan,5
pick up cloth,rinse pan,3
put down cloth,rinse pan,4
put down salt,rinse pan,1
pick up salt,pick up washing up liquid,2
pick up washing up liquid,put down salt,2
put down salt,put down sponge,3
close oven,pick up bottle,3
clean counter top,rinse pan,1
pick up spatula,rinse spoon,1
close lid,put down salt,1
open cabinet,pick up salt,2
close door,open cabinet,2
close cabinet,close door,1
close lid,pick up colander,1
rinse pan,take cup,2
put down cup,rinse pan,3
pick up teaspoon,rinse pan,1
rinse cup,take plate,7
pick up glass,take plate,4
pick up teaspoon,take plate,1
pick up teaspoon,wash plate,1
pick up glass,take cup,4
rinse glass,take cup,4
pick up teaspoon,take cup,2
pick up pot,take glass,1
pick up pot,wash glass,3
pick up pot,wash fork,2
pick up pot,put glass,1
pick up plates,take glass,1
pick up plates,take knife,2
pick up cheese,take glass,2
pick up cheese,wash glass,1
pick up cheese,rinse glass,2
pick up cheese,take knife,2
pick up cheese,wash knife,3
pick up cheese,take fork,1
pick up cheese,wash fork,1
lather knife,pick up cheese,1
lather plate,pick up cheese,1
pick up cheese,rinse plate,1
pick up cheese,put glass,1
pick up cheese,rinse fork,2
lather fork,pick up cheese,1
pick up cheese,rinse spoon,1
put down glass,wash knife,57
lather knife,take knife,1
pick up glass,take knife,1
lather fork,take knife,1
lather fork,wash knife,1
lather plate,rinse knife,2
put down knife,put glass,2
put glass,take fork,1
lather plate,wash fork,3
rinse glass,wash fork,15
lather plate,rinse fork,2
put glass,rinse fork,2
open lid,put down oil,1
cut onion,put spoon,2
cut onion,pick up salt,1
cut onion,pick up jar,1
close lid,cut onion,1
pick up jar,put spoon,2
close lid,put spoon,9
open door,pick up jar,2
pick up fork,take saucepan,1
rinse lid,wash pan,3
pick up pot,rinse cup,1
pick up cloth,rinse cup,1
put down container,wash bowl,2
put down container,wash spoon,10
put down container,wash knife,16
pick up lid,wash bowl,2
pick up lid,wash fork,12
rinse bowl,wash fork,4
clean sink,open oven,2
clean sink,close oven,2
put down pan,take container,1
take container,wash bowl,1
pick up pot,take container,1
put down container,put down washing up liquid,21
put bowl,put down container,1
put down container,rinse spoon,3
put down container,take glass,1
take lid,wash bowl,2
pick up sponge,take lid,4
open tap,take lid,4
rinse sponge,take lid,1
rinse spoon,take lid,1
pick up cloth,take lid,1
clean sink,take lid,1
pick up glass,take lid,2
put down glass,take lid,2
put bowl,put down lid,1
put down lid,take sponge,2
put down lid,take glass,1
pick up pot,take cloth,1
pick up spoon,take cloth,1
take cloth,wash knife,1
clean sink,pick up pot,1
pick up spoon,take sponge,4
pick up cloth,take sponge,1
put down saucepan,rinse spoon,3
clean sink,put down saucepan,1
pick up cloth,wash spoon,5
pick up pan,wash glass,18
put down pan,wash glass,13
move pan,wash glass,13
move pan,wash plate,5
pick up cloth,wash plate,10
put down cloth,wash plate,11
pick up lid,wash glass,27
pick up lid,wash pan,16
put down lid,wash glass,22
put down sponge,wash glass,14
put down glass,wash fork,23
pick up bowl,put down baking tray,1
pick up baking tray,wash plate,11
pick up paper,wash plate,3
put down baking tray,wash plate,7
put down container,wash glass,29
put down baking tray,put down container,7
move tap,put down baking tray,1
put down baking tray,wash glass,11
clean counter top,wash glass,4
clean counter top,put down baking tray,1
pick up baking tray,pick up bottle,3
pick up bottle,put down baking tray,2
pick up paper,put down saucepan,2
close lid,pick up container,1
close lid,pick up bottle,3
close lid,open bag,3
close bottle,close container,2
open oven,pick up container,10
open oven,put down container,10
close container,open oven,1
open oven,pick up bottle,3
open oven,rinse fork,6
open oven,wash glass,9
open lid,open oven,1
close lid,open oven,2
close oven,pick up container,4
close oven,put down container,3
pick up container,wash spoon,9
pick up container,wash pan,12
pick up container,wash plate,25
pick up bag,wash spoon,3
pick up bottle,wash spoon,11
put down container,wash pan,17
open bottle,put down container,6
put down container,wash plate,25
put down pot,put down saucepan,4
put down pot,wash plate,11
open bottle,put down saucepan,1
put down saucepan,rinse lid,1
pick up plates,put down saucepan,3
move tap,wash pan,3
pick up plates,wash pan,1
open bottle,rinse pan,1
open bottle,rinse lid,1
open bottle,pick up plates,1
put down bottle,wash plate,11
pick up baking tray,pick up container,5
pick up baking tray,rinse plate,6
adjust tap,pick up baking tray,1
pick up baking tray,rinse glass,13
pick up baking tray,wash glass,8
pick up baking tray,pick up cutlery,4
pick up baking tray,put down container,4
open lid,pick up baking tray,1
close lid,pick up baking tray,1
pick up container,rinse fork,8
pick up container,wash fork,11
pick up container,wash knife,22
pick up container,rinse spoon,2
take fork,wash glass,2
rinse fork,wash glass,6
pick up cutlery,rinse fork,8
adjust tap,wash fork,17
adjust tap,wash knife,14
adjust tap,wash glass,12
rinse hands,wash fork,14
put down baking tray,wash knife,6
pick up glass,put down baking tray,15
put down baking tray,rinse glass,9
open lid,put down baking tray,1
close lid,put down baking tray,1
pick up mug,put down baking tray,5
put down container,rinse knife,7
close lid,close oven,1
pick up cutlery,put down baking tray,3
close oven,pick up cutlery,4
put down cutlery,wash hands,1
pick up teaspoon,put down cutlery,2
put down cutlery,put down teaspoon,2
put down cutlery,wash fork,1
put down cutlery,wash glass,5
put down cutlery,rinse fork,1
open bottle,put down cutlery,3
open bag,wash fork,1
open bag,wash glass,1
pick up container,put down baking tray,5
put down container,rinse plate,13
put down container,rinse fork,2
pick up bag,wash fork,5
pick up bag,rinse fork,1
close fridge,rinse fork,4
open container,open oven,1
open container,pick up baking tray,2
pick up baking tray,rinse lid,1
put down baking tray,wash fork,5
open container,put down baking tray,4
put down baking tray,rinse lid,1
put down baking tray,rinse plate,4
close oven,wash glass,1
close oven,open container,1
close oven,rinse lid,1
close oven,rinse fork,1
pick up spatula,wash fork,2
pick up spatula,wash glass,2
pick up spatula,wash plate,2
open container,wash glass,1
open container,rinse fork,1
close bag,pick up bottle,3
close bag,put down bottle,1
open bottle,put down teaspoon,1
open bottle,wash knife,4
open bottle,pick up bowl,1
open bottle,rinse bowl,3
pour water,put down sponge,9
pour water,squeeze sponge,1
put down bottle,wash knife,13
open oven,wash bowl,2
close oven,wash bowl,2
pick up bottle,wash knife,9
put down cutlery,squeeze sponge,1
put down oil,rinse pan,1
rinse pan,take lid,6
rinse knife,take lid,2
put down fork,take lid,2
put down spatula,take cup,1
take cup,wash knife,1
put down chopping board,take knife,6
put down aubergine,put down chopping board,6
close bin,cut potato,4
put down chopping board,take lid,1
open oven,stir food,1
put down chopping board,wash knife,1
put down chopping board,take sponge,5
cut tomato,take knife,9
cut tomato,rinse knife,3
cut tomato,take sponge,3
put glass,take sponge,2
put glass,take container,4
rinse plate,take container,4
pour water,take sponge,7
take container,wash plate,2
put plate,take container,3
cut potato,take sponge,5
open freezer,take sponge,2
take sponge,turn on hob,3
peel onion,take sponge,12
cut potato,take plate,5
cut potato,put plate,2
cut potato,turn on hob,3
cut potato,take spatula,3
take plate,turn on hob,2
open freezer,take spatula,1
put plate,take spatula,3
put plate,take cup,4
put knife,take spatula,5
put knife,rinse plate,6
put knife,rinse cup,3
peel onion,rinse cup,3
put knife,wipe counter,5
peel onion,wipe counter,6
cut potato,open lid,2
open lid,wipe counter,2
close lid,cut potato,2
close lid,rinse spoon,4
close lid,rinse cup,2
close lid,rinse lid,2
close lid,wipe counter,2
cut potato,take spoon,1
cut potato,take lid,1
put lid,take fork,1
put lid,take spatula,1
put spoon,take fork,10
put spoon,take spatula,2
rinse cup,take lid,1
take lid,turn off hob,1
rinse lid,take lid,2
put lid,take lid,5
pour water,take lid,1
take cup,turn off hob,1
rinse cup,turn off hob,1
rinse lid,take sponge,4
rinse lid,take cup,1
rinse lid,stir food,1
put lid,take sponge,4
put lid,take cup,1
stir food,take cup,1
take lid,wipe counter,2
rinse lid,wipe counter,4
put knife,take fork,11
put knife,stir food,8
put lid,rinse pot,1
rinse pot,wipe counter,2
open lid,rinse fork,1
open lid,rinse plate,4
open lid,rinse pot,1
open lid,wash fork,1
put plate,rinse pot,5
put lid,wash fork,1
put lid,rinse plate,2
take fork,take pan,5
take fork,wipe counter,2
put plate,wipe counter,3
take saucepan,wipe counter,2
put spoon,take cup,3
put bowl,take sponge,12
put bowl,take cup,4
put bowl,rinse plate,11
put bowl,rinse cup,2
put bowl,wipe counter,8
put bowl,take saucepan,6
put bowl,take fork,8
put bowl,rinse fork,5
put plate,rinse cup,3
rinse fork,take spoon,4
put spoon,wipe counter,6
put spoon,take sponge,15
turn off hob,wipe counter,1
take sponge,turn off hob,5
rinse plate,wipe counter,2
put knife,take cup,2
put spoon,rinse cup,2
rinse pot,take knife,4
rinse knife,rinse pot,4
put knife,rinse pot,4
put spoon,rinse pot,4
rinse bowl,take spoon,2
rinse bowl,wipe counter,1
close door,wipe counter,2
take bowl,wipe counter,4
wash bowl,wipe counter,2
put spoon,wash bowl,2
put knife,take lid,1
put plate,take lid,1
put plate,take saucepan,15
put down fork,take pan,1
clean sink,take knife,1
pick up plates,put down chopping board,1
pick up oil,pick up plates,2
pick up mug,pick up oil,2
pick up plates,put down oil,1
pick up mug,put down oil,1
pick up mug,turn on hob,7
move pan,pick up mug,3
peel onion,pick up salt,7
pick up onion,put down salt,3
